Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
566889,B004TPWRPI,A3LEHWTLKBNVOP,anonymous,1,1,4,1330387200,Good product,"First I love that this pasta is made abroad and not in the US. I do not trust locally grown corn anymore, even if its labeled organic. This does take longer than any pasta that I have ever cooked. I timed it to take about 14-16 minutes. Plus it releases quite a bit of starch and rinsing has become a necessity to get rid of the goo. After I rinse the pasta I put it back in a pan w/melted butter or oil, and then top with sauce. Works like a charm."
566890,B004TPWRPI,A1M17X9Y0L6FBV,M. Musselman,1,1,4,1328572800,Can't beat the price,"I tend to prefer corn based GF pasta over rice based GF pasta for texture, and this is no exception. They cook well, reheat well and taste good. I did take a star off because I find they have to be cooked for several minutes longer than the directions advise. But we are very satisfied with them and you CANNOT beat the price!"
566891,B004TPWRPI,A1FHH2PQNN65UA,saranterry,1,1,5,1323129600,Use like egg noodles!,"There are 3 GF eaters in my family of 7, and one of the things we have been missing are egg noodles.  I am happy with this product for a few reasons:  Now when I make stroganoff or chicken noodle soup, we can have them with a pasta that is the ""right shape"" - an important thing for kids.  They cook up nicely and keep their bite, even when added to soups.  The reasonable price means I can cook one kind of pasta for the whole family.  One of my kids is picky and wont eat any brown rice pasta, but this one works for him, so huzzah!"
566892,B009E05HYQ,A2BLJGGWN8GTXQ,Sean,2,2,4,1315958400,"Extremely pricey, but one of my favorites","This jerky is quite pricey for a 6.5 ounce bag, but it's one of the few I've found that is salty enough and doesn't contain a bunch of sweeteners.<br /><br />The smoke flavor is also pronounced.  Unfortunately, the price is the only thing that keeps this product from getting 5 stars from me."
566893,B009E05HYQ,A2L632NED7EB5W,Douglas W. Kinzinger,0,0,5,1349308800,Just gets better,"I've reviewed this before - this jerky is fabulous. Great salt, great snap, great flavor. So tasty. I want some now."
566894,B006UNT56Q,A26JLCJOEV0NM1,Dad,0,1,1,1341619200,Not what we ordered,Would have loved it if we recieved right item. How hard can it be putting correct gum in mailing envelope?
566895,B006JGY91U,ABFO819UZDWS8,Todd A Bowers,0,0,2,1348790400,"Intense AFTERTASTE, Not Flavor","Well, these were disappointing for me.  After an initial taste of the flavor,  there's just an aftertaste that kind of numbs your mouth.  And these are red COLORED anise/licorice flavored ....they taste nothing like 'red licorice'.  I bought several different types and none of them have me running out to re-order the product.  Sorry Eda ...just saying !"
566896,B0083LJBX0,ADJAEC9QU9449,Craig,2,2,5,1331683200,Try it,"Tasty product. I quite liked the lime energy and the madrin energy water. Also, a great local company that supports local charities and clubs."
566897,B0083LJBX0,AZK7290CRIC61,"Sayra ""Sayra""",1,1,5,1344211200,Great product!,"Golazo is the best energy drink out there, especially the Mandarina flavor. Gives me energy but doesn't have a lot of sugar and doesn't contain any artificial ingredients. Love it!"
566898,B0083LJBX0,A1Q94JPPT1MTXD,"jane yuan ""HealthNut""",1,1,5,1344038400,refreshingly good,"I'm obsessed with Golazo's Mandarina energy drink -- it's delicious orange taste is refreshingly good -- especially after finishing a work out. It not only tastes amazing, it is also guilt-free energy. It's all-natural ingredients is better than all the other energy drinks out there. Golazo Mandarina is AMAZING! I promise you'll love it as soon as you taste it!"
566899,B0083LJBX0,A2J4UYE97ZQMP6,Abeski,1,1,5,1343952000,Best energy drink out there!,"This drink is delicious. I was surprised at the magnificent taste and really liked that it has only natural ingredients. I have used this drink before and after soccer games and it is superb (especially when it is ice cold). Let your palate be the judge, but give this drink a try...it made me a believer. This is a liquid masterpiece in my book."
566900,B0083LJBX0,A3PQDS0ZIFFN5Y,glh01,1,1,5,1343779200,Great Product!,"I am generally not a big fan of the ""energy drink"" taste, but tried this one based on a friend's recommendation and it is really good! The mandarin flavor is delicious but not overpowering and it gives me a nice energy boost without crashing later. The fact that it's natural is a huge bonus. I'll be trying the other flavors soon."
566901,B0083LJBX0,A2BJFA2AMGV286,"ddb1 ""ETECH""",1,1,5,1338422400,Outstanding,Outstanding product.  The flavor really hits the spot.  Try one and you'll want several more.  This mandarin flavor tastes like real mandarins.
566902,B0083LJBX0,A7DX7AMNUMPKX,Lani,1,1,5,1331683200,Great Flavors!!!,I love the variety that Golazo offers. Way better than any red bull or monster. It doesn't taste like any other energy drink out there. Amazing job with this flavor in particular.
566903,B004H4SHUA,AKUD09TNIZQ47,go0wakjai128,0,0,1,1346112000,cafe du monde coffee,this coffee is a no no... why!? the reason why i bought this in the first place is because i've never seen this flavor before so i just got this to try... i followed the instruction and it somehow dont even work... no flavor to it at all and the color is nearly clear... so what i have to do to get the flavor is to put coffee in a pot and boil it... which is a big hassle. so i would rather stick with the original flavor... yuMmMm!!!
566904,B004H4SHUA,AV6LVZS45AJW4,H. N. MCMAHON,0,0,5,1332288000,Excellent and Strong,This French Roast coffee is a favorite for us.  My wife and I alternate between Cafe Du Monde and Coffee bean and tea leaf French Roast.  I found the price on Amazon slightly lower than the retail store in our area.
566905,B004H4SHUA,A108Q6IELVGA47,Natasha Chua Tan,0,0,2,1321228800,Not as pictured,"I'm a huge fan of Cafe Du Monde - it's strong, bold and flavorful.  Couldn't ask more from a coffee.  Unfortunately the picture displayed is not what actually comes.  You'll get 3 blue cannisters of what appears to be French Roast but doesn't really taste like Cafe Du Monde."
566906,B000H6UX0Y,ABUNJ9WF8ZA53,PDLRNCH,10,11,4,1163548800,Better tasting than the Dark Roast pods,"I loved the idea and ease of the Senseo, but I was never that crazy about the way the coffee tasted.  The grocery stores do not offer much in the way of variety, so I decided to take a chance and order the Columbia Blend from Amazon.  I have been very happy with the flavor of it compared to what I had been getting.<br /><br />If you are up for a change and want a smoother flavor, but still a strong tasting coffee.  Give it a try!<br /><br />I will note that the bag only comes with 16 pods vs. 18 in the regular bags."
566907,B000H6UX0Y,A1MSBF69K5EFYK,J. Shaffer,6,7,1,1185667200,"Senseo Douwe Egberts Colombia Blend, Coffee?","The first time I ordered this coffee, it was great.  But the second time, it was undrinkable.  A couple months later I ordered again thinking it was just a bad batch.  But no, it was still undrinkable.  These pods produce something that has no similarity to coffee.<br /><br />Thanks to Amazon for making good on both bad orders with a refund."
566908,B000H6UX0Y,A3R6A7SABJFNL8,Ruth Axtell Morren,1,1,5,1335571200,great coffee,Very good. Good aroma. Robust. Very convenient for making one cup of coffee. Our family usually uses two pods for a normal mug of coffee.
566909,B000H6UX0Y,A3FWLWQC0PEGHX,"Bette B. Prater ""I buy 1cent books""",1,1,4,1314835200,great flavor,"COLUMBIAN.<br /><br />BOLD- RICH & DARK.<br /><br />A really good cup of coffee.<br /><br />A great price---subscription discount<br />& free shipping.<br /><br />I also like the Sumatra.<br /><br />Next, Iam going to try Kenya.<br /><br />They say the  Kona is only 10% KONA<br />and the rest is Columbian..so I don't think<br />I will try that one.<br /><br />I use a 4cup  MR COFFEE pot...2 pods<br />for 4 cups of coffee....You do not have to<br />have a coffee pod maker to enjoy the pods.<br /><br />I love the pods... no mess and worry free.<br /><br />I  have tried the MELITTA Coffee Pods and<br />they have many great flavors but they are<br />weak and colorless and more expensive.<br /><br />bette b prater<br />okc ok 62<br /><br />OCT 2012--I could never afford this now.NO $$.<br />......NO LONGER subscribe and save.......b"
566910,B000H6UX0Y,AIXXPNW0DILL5,"Patricia ""Mariah""",1,1,5,1220832000,Great coffee,I get a monthly supply of the Senseo Colombia Blend coffee and find it works best in the Senseo Machine.  I have used it in other single cup machines and find it ok...just not great like the Senseo.<br />Would highly recommend this coffee if you have a Senseo coffee machine.
566911,B000H6UX0Y,A28GDD7WJZTK98,Dylan Weston,1,1,5,1209859200,Great coffee pods!,We tried all the flavors of pods and like these the best. These are full flavored and rich.
566912,B000H6UX0Y,A3V4NHAPK6G8TP,J. Feldman,1,1,5,1180396800,Good cup of Joe,"This variety has a rich smooth flavor, with very little bitterness and a deep roasted taste."
566913,B000H6UX0Y,A3RUG7P3B31L3V,Rufus McGregor,6,9,1,1174003200,I wish it could be ZERO stars!!!,"Anyone who really loves a gourmet cup of coffee will HATE this! It's burnt, bitter, weak, battery-acid! And, as consequence, those coffee lovers may begin to hate their new Senseo -- but take heart! Many online coffee shops now offer decent to delectable coffees at prices that rival this cheap swill. I don't specifically want to endorse any one product or online retailer but do a google search for ""senseo compatible pods"" and you'll find several on the first page. Also, please note that while these may initially seem pricier, most third party pods work with JUST ONE to make an 8-ounce cup instead of the two pods that Senseo brand products demand. You do the math and it works out to be a comparable costing cup of joe.<br /><br />[...]"
566914,B000H6UX0Y,A35N5SLO7K05LA,Wyola Rose,2,3,5,1215043200,Great Coffee for a great system,"Columbian coffee is my favorite, and these pods used in the Senseo coffee pot produce a cup full of flavor.  I highly recommend both the pods and the system."
566915,B000H6UX0Y,A3HBFUNC6KKNPJ,Harmon,0,0,5,1334966400,Good Coffee in Easy-to Brew Form,"I have tried the various types of Senseo coffee and like the Columbian coffee the best, followed by the Kona Blend second.  I like to make a single cup of coffee two or three times a day, and these Senseo pods are perfect for this purpose.  The coffee is very good, and the ease of preparation and clean up is ideal."
566916,B000H6UX0Y,A3VO9ITY9E1Y87,dutchie,0,0,5,1332374400,very good coffee,"Since I like good strong coffee, this is the best for me !<br />Almost ready to order some more !"
566917,B000H6UX0Y,A2R89EW4KIWB1I,"C. C. Reider ""CCR""",0,0,5,1321574400,Great flavor,I'm actually not a coffee drinker but I purchased this for my boyfriend and he loves it.  He's a big fan of bold coffee so he said its great for people that prefer that taste.
566918,B000H6UX0Y,A2NPS4WVXCZF9K,ReedWriter,0,0,5,1314662400,Hubby loves the rich taste,"I don't drink much coffee, so it doesn't make sense to brew a full pot for my husband to have a couple of cups in the morning. We began using the pod coffee system years ago when the Home Cafe systems were introduced (before the current K-cup models). The pod coffee system is perfect for our household, and Senseo is just about the only manufacturer still offering the pods. My husband rotates the Columbian with Sumatra and Expresso pods, but the Columbian is his favorite, and he says that it is a very rich and flavorful blend. The aroma when the coffee is brewing is wonderful, and for anyone who only drinks a few cups, this system is probably as cost effective as brewing a pot of coffee and throwing out half the pot; plus, with this system, every cup is fresh, not stale or left-over. The Columbian is a rich and dark blend and perfect for coffee drinkers who want a traditional flavor of coffee."
566919,B000H6UX0Y,A2NVOB94SXS1GF,Atlnelsons,0,0,5,1304035200,Love this coffee,I found this to be a very close version of the Douwe Egberts Columbian coffee that I've had at a nice country club.  If only it came in regular grounds so I could more easily share it with others in my office......
566920,B000H6UX0Y,A39CIS6E4QNTUN,TanMan,0,0,5,1264032000,Best flavor,"This is the best flavor from Senseo. And the price from Amazon is better than my local Shoprite, which only carries this flavor sometimes. With free shipping on the subscription and no tax, I can't beat the price."
566921,B000H6UX0Y,A1NT3EUM3VW6NR,Opie,0,0,5,1223510400,"Strong, delicious flavor!","I normally don't enjoy coffee, but this one is espresso-like in it's flavor. I have it every morning... fantastic!"
566922,B000H6UX0Y,ACHD9BLQTIH1J,"Pamela S. Johnson ""Pamela S.Johnson""",0,0,4,1195862400,"bold, yet smooth","I really like this coffee for my Senseo.  This is smoother than the Dark Roast, yet still strong."
566923,B000H6UX0Y,A1AQH89KFWEKX0,Deborah Destefano,0,0,5,1195257600,I'll never go back to any other coffee,"I won a Senseo Coffee Maker online and I just LOVE this coffee.  Buying 4 at a time with Amazon's 'Subscribe and Save' offer, the shipping is free and you get a discounted price of only $14.87.  You will not find these pods anywhere at this price.<br />You can even skip a month without losing your savings benefits, or have them sent even earlier.<br />I put half a pkg of diet dry hot chocolate mix in (12 1/2 calories) and one tablespoon of Cool Whip Lite (20 calories) and have very lo-cal foamy, delicious Cafe Mocha right at home with under 50 calories, as opposed to a cup at a 'groovy' coffee shop which can have up to 400 calories and cost up to $4.<br />Every cup is foamy and delicious.  You can even make expresso with this machine and these pods.<br />Goodbye Mr Coffee and ordinary coffee forever@"
566924,B000H6UX0Y,A1ZCSSCAGBCD49,"J. SPIEGEL ""Joe""",0,0,4,1186099200,Good coffee,"In a word, no Senseo coffees are great but Columbia and Sumatra (after many tries) are my two favorites and are recommended."
566925,B000H6UX0Y,AIIBWNORT76HP,"appgap ""appgap""",0,0,5,1184889600,"Fast, easy and delicious",In 30 seconds I can have en excellent cup of coffee with nice crema and no mess.  Great way to start the day.
566926,B000H6UX0Y,A17K310C3MEEIC,"Irene Wolski ""Coffee lover""",0,0,5,1184284800,Douwe Egberts Colombia Blend Coffee Pod,"This is defenitely the best coffee pod from Douwe Egberts. When making a two cup portion with the Senseo coffee maker (one cup by American standards), the Colombia Blend coffee pod delivers a rich, smooth flavor that isn't bitter and isn't too light."
566927,B000H6UX0Y,A2X0UMX0VUMR0W,"A. Irani ""AJ""",0,0,4,1176163200,My Second Favorite AFTER Sumatra,"I have been an avid senseo fan for about a year.  However, I was getting a bit bored drinking the same Dark Roast every morning (I found the other flavors too mild).  So I was very happy when I saw the new flavors  (Sumatra, Colombia, Kenya and Brazil).  After trying all of them, this is my close second favorite."
566928,B000H6UX0Y,A1H1B2VWFIFAUY,Marilyn H. Lynch,0,0,4,1175817600,senseo coffee pods,Rather mild but pleasant tasting coffee...typically consistent brewing.
566929,B000H6UX0Y,AK0OVRVSEPFHL,"Luc Maesen ""LucMae""",0,0,5,1172620800,Excellent blend to wake me up in the morning,"We were glad to see that Amazon started carrying this Colombia Blend. After discovering it in Europe and bringing several pacakges over, we later had some shipped to us from family in Belgium.<br /><br />This has a good strong taste and I particularly like it in the morning.<br /><br />Recommended for any Senseo lover tired of the regular blends found in the retails stores."
566930,B000H6UX0Y,A3Q0IUMRHOT68W,deft,0,0,4,1172102400,delish,"i was looking for some different coffee for my senseo, seeing as all i find around (NEPA) here are the same flavors ive already had. i was quite pleased with this flavor, i purchased it on a whim. my only complaint is after three full bags of it, im beginning to mix it with other flavors to keep it interesting. thanks amazon!"
566931,B000H6UX0Y,A2FHB9ELBGTSO7,S. Brickson,1,2,5,1173312000,Simply Delicious!,Thanks for carrying this coffee. Our local stores only carry the Medium Roast & Cappuccino. It's nice that you carry such a variety!
566932,B000H6UX0Y,A3KUC5K5VSJNU9,"Grranimal ""Fuerkraft""",0,1,5,1218412800,Real Fantastic!,"We love it for 3 o'clock coffee like we make in the Senseo now (we prefer Lipton green tea in the AM as less letdown, see my review for <a href=""http://www.amazon.com/gp/product/B000EM6PS0"">Lipton Green Tea, Mandarin Orange, Premium Pyramid Tea Bags, 20-Count Boxes (Pack of 6)</a> for a nice recipe for a pot).  Really fantastic flavor that I can mix with the <a href=""http://www.amazon.com/gp/product/B0001ZMXSG"">Philips 00704 SENSEO Coffee Pods Dark Roast</a> or <a href=""http://www.amazon.com/gp/product/B0001ZMXS6"">Philips 00703 SENSEO Coffee Pods Medium Roast</a>.  This one is only on Amazon as I can't find it in any of our local stores--too bad since it is the best one :-), but you get it here.  15% off if you subscribe and free 2-day delivery with Amazon Prime membership, don't forget.  I used to mess with the expensive <a href=""http://www.amazon.com/gp/product/B00083G67A"">Exclusive, Aloha Island, Kona-Hawaiian Coffee Pods! Our Fabulous 20% Pure Kona Coffee! ESTATE BLEND Medium Roast - 12 KONA-PODS!</a> but much more expensive and the taste is no better.  Enjoy!"
566933,B000H6UX0Y,A27MJLYFSQBFWO,"JB LeBout ""ding dong lady""",0,1,5,1193011200,rich coffee,"<a href=""http://www.amazon.com/gp/product/B000H6R03M"">Senseo Douwe Egberts Coffee Pods, Variety Pack, 16-Count Packages (Pack of 4)</a><br /><br />The Columbian Pods are really full bodied, rich."
566934,B000H6UX0Y,A1HEC8YH1H3PIV,"Jason Keyser ""aircraftdr""",0,1,5,1192147200,Yes,Liked the taste alot. Will buy again. But will stick with Gala for now because of the price.
566935,B000H6UX0Y,A14616DHW6RAUX,"WBB ""WBB""",0,1,5,1184976000,Columbia Roast,My favorite blend was the Dark Roast until I tried the Columbia blend which I find to be full bodied and rich tasting.
566936,B000H6UX0Y,AMVT0R2JOXQ09,"A reviewer ""JC""",0,1,5,1182816000,Great coffees,Amazon prices for Senseo Coffee Pods are less expensive than what I was able to find in other places.  When I added shipping etc from other sources it would then cost me more than when I purchase from Amazon.  Great service and fast delivery and great tasting coffee.
566937,B00302HGHK,A3KFM9W5C2BR6V,C. Ainsworth,9,10,5,1295913600,Hot and Cold,"This plant was shipped to me very quickly, however it was mailed during winter and arrived nearly dead. That explains the COLD part of the title. I found the contact number for the company and called them but they did not answer their phone. I was surprised since the company has a 5 star rating. Now comes the HOT part of the title. No, it wasn't me getting hot under the collar. Imagine my surprise when they called me back in about 1 hour! I had not left a message, or a number, but they called! Next thing I knew they were arranging for a replacement to be shipped in the warmer months! Now THAT is customer service. By the way, before the plant completely died I noticed that it has a unique scent to it. I found it a very ""green and earthy"" scent. I am really looking forward to spring!"
566938,B00302HGHK,A3N29TESY3EIV3,koshka,5,5,5,1280534400,Money Tree,"it is a little bit smaller than i expected, but its a very nice plant, i like it a lot, hope its gonna bring me a lot of luck)))"
566939,B00302HGHK,ACTRNPJW3RPUI,"purple1 ""purple1""",7,8,5,1278201600,Money Tree Plant,I like this plant - it is very easy to take care of and I like the way it looks with the other plants I have it with.  I would recommend this plant to anyone who wants a different looking plant..
566940,B00302HGHK,A4I8MV7B3P2LA,"Prissy Patriot ""Prissy Patriot""",3,3,4,1305417600,"Healthy plant, timely shipping","Although this plant is smaller than I could tell from the photo, it was a healthy plant when shipped.  I sent this as a gift for a good friend and would have rather been able to note this by the seller, since he had to guess it was from me upon its arrival! (It was supposed to be a surprise birthday gift)"
566941,B00302HGHK,A3VYANVOM2RJLX,Robert Cartwright,1,1,1,1318809600,I can't,My purchase never arrived. And no one contacted me. They just sent it back to the manufacturer and that is the end of the story.<br /><br />Nice way to earn a profit.
566942,B00302HGHK,A1124GNALRD735,Bedge,1,1,2,1315872000,Died within 2 weeks,It was already turning brown when I received it.  I took care of it per instructions and it died and dropped all leaves within two weeks.
566943,B00302HGHK,A1VSURY0Z96WQC,asap-pack-post-print,1,1,1,1314057600,Did not survive,"I recieved this product in a timely manner...however, a week in the stem and leaves started turning brown.  So I contacted the seller and was told that the browning was normal.  I just threw it away...i wasnt happy with this purchase.  I  have ordered several house plants off amazon but this is the first one i had to discard."
566944,B00302HGHK,ABN9YR28QJ5I9,Charvi,0,0,1,1340928000,This was a very sick plant when you sent it to me..horrible,the 9greenbox -box...the last one was the worst..the new one was beautiful one..the other is so sickly looking..I only paid $7.50 for it..I guess that is why it has been horrible..the one that I ordered around the end of June..was beautiful and healthy
566945,B00302HGHK,AE0086G95AFM8,SmilingK124,0,0,3,1335398400,More of a pet project.,"My tree arrived earlier than expected. About half of the leaves were smashed in transit and it looks nothing like the one in the picture, but still a nice little tree and a cute pot. Although I wouldn't plan on giving it as a gift given the condition it arrived in, I am looking forward to watching it grow. I definitely have to replant it though, the pot is too small for any expansion."
566946,B00302HGHK,ABJH353Z1HMGK,Alex,0,0,5,1335225600,Money Tree!,Cute tree and planter.  I have mine in the kitchen and it seems to be doing very well.  Easy to care for and adds nice decor.
566947,B00302HGHK,A31YOYPTAOGPUG,Stephanie,0,0,5,1323907200,My favorite plant,"THE cutest plant ever. It comes in a simple, yet elegant vase and is perfect for any room in the house. It is still growing to this day :)"
566948,B00302HGHK,A30Z4OZW7ILIDT,Connie,0,0,5,1321920000,Beauitful,"I love this plant! It looks very nice on my desk at work. Not a sbig as I thought it would be, but still nice"
566949,B00302HGHK,A27M7N7S5QN74C,T. Gaskin,0,0,5,1307836800,Beautiful,Exactly as described by the seller. This plant arrived on time and alive and well. Note the size of the plant to make sure it is what you want. It is a wonderful addition to the decor. More money for the years to come! :D
566950,B000YHLS8W,ASTXN3QZFN8A8,"Bobby Caesar ""What Bob Thinks...""",28,30,4,1272412800,Great tasting and healthy... butttttttttt,"Pay close attention to expiry/Use-by dates. It develops dryness and slight rancidity when its close to expiry dates. And when they are on huge sale, thats the kind they are trying to clear out of inventory."
566951,B000YHLS8W,A143XV3DJI72IZ,K. Crane,13,15,5,1269129600,Yummy!,"I absolutely love these cookies!  I eat pretty healthy (a lot of fruits, veggies and whole grains) and these are a treat when I eat them.  Just the right amount of chocolate to satisfy the sweet tooth while being healthy at the same time!  I like these and the other Kashi cookies, I think they are called the happy trail mix or something.  Also if you don't eat them right away it does help to put them in a zip lock baggy otherwise they get a bit hard if left open in the box."
566952,B000YHLS8W,A3DK9WK6L0Y3HN,"ociana ""ociana""",7,8,4,1268352000,I like these cookies!,"These are not bad at all for a ""health food"" cookie.  Give them a shot if you are a cookie monster, but want to try to eat more healthfully."
566953,B000YHLS8W,APV4CDBA3366N,J. S. Lidder,11,14,2,1292976000,"Not bad, but not good either","These cookies are a little strange. They are a bit chewy. They are a little dry. But the grains do appear to be healthy and much better than other cookies. They need to be bigger / MORE and cost less. There is only 8 small ones in the box and most of the box is packaging. Which makes it look like there could be more, but isn't. I hate it when manufactures do this, its the old ""packaging con."" They should be taxed for excessive use of packaging, especially plastic.. erhmmm erhmmm.. Cos*co. Each of the cookies is a bit small, some in the box are smaller than others. You could easily eat 3-4, then that would be almost half the box consuming more than a dollar. I would give then 4/5 stars if they put 16-20 in a box for the same price, and I bet the same size (volume) box would be possible too!"
566954,B000YHLS8W,A26D03RF4FZIOJ,Mel,3,3,4,1327622400,Delicious cookies but cheaper in retail stores,"Cookie:<br />-Kashi Dark Chocolate Chip cookies are the only packaged cookies I will buy.  Although buying a Kashi cookie makes you FEEL healthier, whole grains, hearty taste, etc; be careful with the calorie content - Each cookie is around 150 calories which is a lot when these are so good and it's difficult to eat just one.<br />-Texture of these for pre-packaged cookies is AMAZING.  Each cookie is about 2 inch in diameter but very thick - you can cleary see the oatmeal and chocolate chips.  These are very satisfying<br />-Chewy, moist cookies; not hard at all<br />-8 cookie to a box - these will go fast once you open them<br /><br />Price:<br />-I've seen the price on these cookies on Amazon vary between $9-12 for a pack of 3.  This is not as good of a deal as you can often find in retail stores.  At Kroger and Target I've seen regular price vary between $3-4 per box everyday, but if you wait for a sale you can get them at $2-$2.50 which is much cheaper than any online prices I have seen<br />-Considering these cookies are only 8 to a box, they are kind of expensive per cookie; the quality of these cookies however is outstanding"
566955,B000YHLS8W,A29TTF86H640MU,Rebecca C. Hyde,3,3,4,1286150400,Delicious!,"This are yummy, filling and not too sweet. They're a dense oatmeal cookie, and are in many ways closer to a breakfast bar than a cookie. Great mid-morning snack, or post dinner treat when you want something sweet, but not too sweet. Also, Amazon pricing for the 3 pack is a great deal compared to in the grocery store."
566956,B000YHLS8W,A3RYZZY85KN6ZY,"G. Ramsey ""erthdancr""",2,2,5,1299024000,WOW!! Awesome cookie!,"I just got these and I was so surprised. This is without a doubt the best tasting ""healthy"" cookie I have ever eaten. I like them so much, I am ordering another batch and having them sent to my daughter who is away at college. I am also signing up for the subscribe and save as I don't ever want to be without these awesome little treats!"
566957,B000YHLS8W,A2YB7DLC3FOR7W,"Pamela V ""&#34;MS V&#34;""",2,2,5,1296000000,And they are healthy?,"Soft and tasty with a hint of coconut;  I feel pretty satisfied after eating two of these large cookies! Made with semi-healthy ingredients, these are about as health-food like as you are going to find, for products that taste this good.<br /><br />You get 3 boxes and each box contains 8 large cookies.  Overall, a pretty good deal."
566958,B000YHLS8W,A1RRMZKOMZ2M7J,"Sue Katz ""Honey Bee""",4,5,5,1299974400,Great!,"We are really loving these cookies in my house. They are great for satisfying our need for snacks or sweets, but not so bad that having one or two will destroy our diet or figures. I often have one with vanilla yogurt or with almond milk.<br /><br />One cookie = 3 Weight Watchers Plus Points"
566959,B000YHLS8W,A22ML4R2ZHBN3F,Tivette,1,1,5,1345766400,All-time FAVORITE Cookies!,"I've just added this to my Subscribe and Save list to get on a regular basis as this is one of my healthy snacks to have on hand and I've served them to company with rave compliments since the dark chocolate is wonderful and a rather guilt-free treat!  They crumble a bit at times, but they are a soft cookie and quite enjoyable.  They recently changed the format to smaller cookies, but thicker and the SAME good yumminess is unchanged!"
566960,B000YHLS8W,A1BG02VB5E9BFC,sscheeps,1,1,4,1335830400,Delicious!,"Great taste and very moist.  Plenty of chocolate to satisfy cravings!  Be sure to seal them in a plastic bag/container after opening or they will dry out within a day or two.<br /><br />I would give this 5 stars if the cookies were individually wrapped or had a resealable inner bag.  The plastic tray they are shipped in makes the inner package awkward to reseal, and a large freezer bag is needed to accommodate the whole thing.  I usually end up repackaging them into a quart sized bag after opening."
566961,B000YHLS8W,A24X8P2TG2AR02,Cody,1,1,4,1299974400,Alright,"These cookies were alright.. I was looking for something a bit different than the normal chocolate chip cookie and came across these. They are pretty high in calories (130 per cookie!) but made from real stuff no names you cannot pronounce. Can be somewhat dry, but not brick-hard."
566962,B000YHLS8W,A1SRARHOA74JXM,Christopher Yung,1,1,4,1292284800,A Delicious Temptation,"These cookies are a great alternative for someone with a craving for something sweet. They're much healthier than an ordinary cookie since they're made with rolled whole oats and a multitude of ingredients containing healthy fats. For someone in a rush or looking for something on-the-go, these are perfect.<br /><br />Despite their taste and healthier attributes, these cookies suffer from the same flaws that are evident in similar goods. Once a box of cookies is opened, it's important to place them in an airtight container, otherwise they harden quickly. A minor gripe of mine is that these cookies are dry due to the ingredients, but it's not a big deal if you have something with it such as a glass of milk."
566963,B000YHLS8W,A13O5LFUFRS52D,"Steveo ""Steveo""",3,4,2,1305676800,Stale,"I love these cookies, they are very good and good for you, no hangover. But I ordered them on this site and they came stale, I threw them away. Better to buy from grocery store."
566964,B000YHLS8W,A1LGGZHI3XK1QY,eljaydubs,2,3,5,1308528000,Fantastic cookies!,"These are sweet enough to satisfy without being overwhelmingly rich and sugary.  I'd bought them in the store significantly before the expiration date (about 3 months), and they were delicious, soft, and very fresh tasting.  I highly recommend if you like healthier-style cookies.<br /><br />The only downside for me is they are not vegan (they do contain eggs and milk.)  I've had cookies that were just as good, if not better, that were completely vegan, so it can be done (hint, hint Kashi!)"
566965,B000YHLS8W,A3AV3DNGULJJ5M,"Terese Plumridge ""book and look""",2,3,5,1305331200,Yum!,"I love these cookies.  After opening, they need to be placed in a Ziploc bag so they don't dry out."
566966,B000YHLS8W,A1FXHBR0G1KE8L,bjsdiva,2,3,4,1301011200,Just Right,"This is a great choice for people who just want a little something to appease your sweet tooth.  It has great fiber and is good for you.  They are a little dry, but great with a glass of milk."
566967,B000YHLS8W,A3VE9TILYE2KBR,Staceystr,2,3,4,1300492800,Healthy Sweet Treat,"These cookies are great, they come sealed and very fresh. A nice treat that taste healthy and bad all at the same time.  Will buy again and looking forward to getting other flavors."
566968,B000YHLS8W,A36E68YOWHTIDN,Jessica,0,0,3,1348876800,"Pretty okay as far as healthy options go, but kinda dry!","Okay, keep in mind, it's kashi, it's healthy, it's full of real food, in as much, these are more substantial (read thick and grainy) than a regular cookie...these are not going to taste like chips ahoy...the cookies are rather dry (and i do have some concerns about the little packs in the boxes that keep the cookies ...umm fresh) I'm not sure how safe/healthy those are but i'm not a scientist so i'll leave it at that (I guess they are moisture control) anyhow, all in all these cookies are good for someone who want's a cookie/bit of chocolate but without the guilt factor. These are one at a time sized cookies, and I actually can't imagine wanting to eat more than one at a sitting anyhow because they are kind of hard to work through (See grainy/dry) but the flavor overall is good, just sort of off putting texture wise...All in all though these are a healthy option for cookie lovers."
566969,B000YHLS8W,AAJ361GDDI06D,Lucky777,0,0,5,1346630400,excellent cookies,"from the ingredients to the taste, very good.  if you are not used to whole grains, these are a little different from others.  just a note, they crumble quite a bit."
